Site,Forecast_Days,Total_Forecast_Generation_kWh,Average_Daily_Generation_kWh,Maximum_Daily_Generation_kWh,Total_Forecast_Rainfall_mm
MVB,365,27927918.484375,76514.84516267123,141398.28125,0.0
