Forecast_Start_Date,Forecast_End_Date,Number_of_Plants,Forecast_Days,Total_Forecast_Generation_kWh,Average_Daily_Generation_kWh,Maximum_Daily_Generation_kWh,Total_Forecast_Rainfall_mm
2025-12-26,2027-09-20,14,634,177562420.22951508,280066.9088793613,685826.6918945312,13437.310000000001
